id,tool,configuration,target,%consistent_result,distribution
6,soot,87f24b02a1a09f3bdc6abf03c570c559,Lambda2.jar,0.9341111585,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,Lambda4.jar,0.9318679089,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,Lambda3.jar,0.9399751942,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,MR4.jar,0.9586097896,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,MR2.jar,0.9268704405,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,MR3.jar,0.9357262704,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,MR5.jar,0.9291350521,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,MR6.jar,0.961134916,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,MR7.jar,0.9492624538,5
6,soot,87f24b02a1a09f3bdc6abf03c570c559,CSR4.jar,0.9298453207,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,MR1.jar,0.9583084384,2
6,soot,87f24b02a1a09f3bdc6abf03c570c559,CSR3.jar,0.9200490772,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,CSR2.jar,0.928842859,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,CSR1.jar,0.9193695724,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,CFNE1.jar,0.9708772707,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,CFNE3.jar,0.9644515169,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,CFNE2.jar,0.9673361285,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,CFNE4.jar,0.9635761472,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR9.jar,0.9333559799,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR7.jar,0.9123274944,5
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR8.jar,0.918813524,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR1.jar,0.9245486593,4
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR6.jar,0.9709511595,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR3.jar,0.9357581973,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR4.jar,0.9239474711,5
6,soot,87f24b02a1a09f3bdc6abf03c570c559,LRR1.jar,0.9377024088,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR2.jar,0.9721029348,2
6,soot,87f24b02a1a09f3bdc6abf03c570c559,TR5.jar,0.958019581,5
6,soot,c83af558a15970486f41f83558a79a4d,SI8.jar,0.9499963872,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,LRR3.jar,0.9120637453,5
6,soot,87f24b02a1a09f3bdc6abf03c570c559,LRR2.jar,0.9342989338,3
6,soot,c83af558a15970486f41f83558a79a4d,SI6.jar,0.9480196646,3
6,soot,c83af558a15970486f41f83558a79a4d,SI1.jar,0.9519305751,3
6,soot,c83af558a15970486f41f83558a79a4d,SI7.jar,0.9661618252,2
6,soot,c83af558a15970486f41f83558a79a4d,SI2.jar,0.9654096097,2
6,soot,c83af558a15970486f41f83558a79a4d,SI5.jar,0.9511692037,3
6,soot,c83af558a15970486f41f83558a79a4d,SI3.jar,0.968559191,2
6,soot,c83af558a15970486f41f83558a79a4d,SI4.jar,0.9539931645,3
6,soot,c83af558a15970486f41f83558a79a4d,J8DIM1.jar,0.9268039919,5
6,soot,c83af558a15970486f41f83558a79a4d,J8DIM6.jar,0.932506646,4
6,soot,c83af558a15970486f41f83558a79a4d,J8DIM4.jar,0.9442427565,3
6,soot,c83af558a15970486f41f83558a79a4d,J8DIM3.jar,0.9337777924,4
6,soot,c83af558a15970486f41f83558a79a4d,J8DIM2.jar,0.9452289876,3
6,soot,c83af558a15970486f41f83558a79a4d,Ser7.jar,0.9308804851,4
6,soot,c83af558a15970486f41f83558a79a4d,J8DIM5.jar,0.9475852655,3
6,soot,c83af558a15970486f41f83558a79a4d,J8SIM1.jar,0.9491913399,4
6,soot,c83af558a15970486f41f83558a79a4d,Ser9.jar,0.9572425658,2
6,soot,c83af558a15970486f41f83558a79a4d,ExtSer3.jar,0.9420016565,3
6,soot,c83af558a15970486f41f83558a79a4d,ExtSer2.jar,0.9268457344,4
6,soot,c83af558a15970486f41f83558a79a4d,ExtSer1.jar,0.9509810453,3
6,soot,c83af558a15970486f41f83558a79a4d,Ser8.jar,0.9439246911,3
6,soot,c83af558a15970486f41f83558a79a4d,Ser6.jar,0.9535886191,3
6,soot,c83af558a15970486f41f83558a79a4d,Ser1.jar,0.9392142226,4
6,soot,c83af558a15970486f41f83558a79a4d,SerLam1.jar,0.9458739185,3
6,soot,c83af558a15970486f41f83558a79a4d,Ser3.jar,0.9541313715,3
6,soot,c83af558a15970486f41f83558a79a4d,Ser4.jar,0.9323118559,4
6,soot,c83af558a15970486f41f83558a79a4d,Ser5.jar,0.9299286244,4
6,soot,c83af558a15970486f41f83558a79a4d,Ser2.jar,0.9508471286,3
6,soot,c83af558a15970486f41f83558a79a4d,SerLam2.jar,0.9260188394,4
6,soot,c83af558a15970486f41f83558a79a4d,DP1.jar,0.9482500548,3
6,soot,c83af558a15970486f41f83558a79a4d,VC4.jar,0.9669934917,2
6,soot,c83af558a15970486f41f83558a79a4d,VC3.jar,0.9660797864,2
6,soot,c83af558a15970486f41f83558a79a4d,VC1.jar,0.9690300263,2
6,soot,c83af558a15970486f41f83558a79a4d,VC2.jar,0.9403847742,4
6,soot,c83af558a15970486f41f83558a79a4d,TC6.jar,0.9307990394,4
6,soot,c83af558a15970486f41f83558a79a4d,TC1.jar,0.9635785803,2
6,soot,c83af558a15970486f41f83558a79a4d,TC3.jar,0.9444825526,3
6,soot,c83af558a15970486f41f83558a79a4d,TC4.jar,0.9320967931,4
6,soot,c83af558a15970486f41f83558a79a4d,TC5.jar,0.9481187284,3
6,soot,c83af558a15970486f41f83558a79a4d,TC2.jar,0.9379079038,4
6,soot,c83af558a15970486f41f83558a79a4d,LIB2.jar,0.9622209856,2
6,soot,c83af558a15970486f41f83558a79a4d,LIB5.jar,0.9550290877,3
6,soot,c83af558a15970486f41f83558a79a4d,LIB4.jar,0.9320095661,5
6,soot,c83af558a15970486f41f83558a79a4d,LIB3.jar,0.9403478218,4
6,soot,c83af558a15970486f41f83558a79a4d,CL2.jar,0.9412219217,4
6,soot,c83af558a15970486f41f83558a79a4d,LIB1.jar,0.9501680899,3
6,soot,c83af558a15970486f41f83558a79a4d,CL1.jar,0.9329748085,5
6,soot,c83af558a15970486f41f83558a79a4d,CL4.jar,0.940074297,4
6,soot,c83af558a15970486f41f83558a79a4d,CL3.jar,0.9678700839,2
6,soot,c83af558a15970486f41f83558a79a4d,Unsafe6.jar,0.9444954306,4
6,soot,c83af558a15970486f41f83558a79a4d,Unsafe1.jar,0.9323954606,4
6,soot,c83af558a15970486f41f83558a79a4d,Unsafe2.jar,0.9532529544,3
6,soot,c83af558a15970486f41f83558a79a4d,Unsafe7.jar,0.9515561683,3
6,soot,c83af558a15970486f41f83558a79a4d,Unsafe5.jar,0.9372561313,4
6,soot,c83af558a15970486f41f83558a79a4d,Unsafe4.jar,0.9443770534,4
6,soot,c83af558a15970486f41f83558a79a4d,JVMC5.jar,0.9522966279,3
6,soot,c83af558a15970486f41f83558a79a4d,Unsafe3.jar,0.9523935386,3
6,soot,c83af558a15970486f41f83558a79a4d,JVMC2.jar,0.9663451239,2
6,soot,c83af558a15970486f41f83558a79a4d,JVMC3.jar,0.9420758324,4
6,soot,c83af558a15970486f41f83558a79a4d,JVMC4.jar,0.9408812632,4
6,soot,c83af558a15970486f41f83558a79a4d,JVMC1.jar,0.9281919312,5
6,soot,c83af558a15970486f41f83558a79a4d,SPM7.jar,0.9383570873,4
6,soot,c83af558a15970486f41f83558a79a4d,SPM6.jar,0.9541024791,3
6,soot,c83af558a15970486f41f83558a79a4d,SPM4.jar,0.9465516333,3
6,soot,c83af558a15970486f41f83558a79a4d,SPM1.jar,0.9251143412,5
6,soot,c83af558a15970486f41f83558a79a4d,SPM3.jar,0.9299275612,4
6,soot,c83af558a15970486f41f83558a79a4d,SPM2.jar,0.9394732713,4
6,soot,c83af558a15970486f41f83558a79a4d,SPM5.jar,0.9438310395,3
6,soot,c83af558a15970486f41f83558a79a4d,TMR8.jar,0.9361837083,4
6,soot,c83af558a15970486f41f83558a79a4d,TMR7.jar,0.9601457514,2
6,soot,c83af558a15970486f41f83558a79a4d,TMR6.jar,0.9359346757,4
6,soot,c83af558a15970486f41f83558a79a4d,TMR1.jar,0.9511607772,3
6,soot,c83af558a15970486f41f83558a79a4d,TMR2.jar,0.9356648614,4
6,soot,c83af558a15970486f41f83558a79a4d,TMR5.jar,0.9353754848,3
6,soot,c83af558a15970486f41f83558a79a4d,TMR4.jar,0.9266484047,4
6,soot,c83af558a15970486f41f83558a79a4d,TMR3.jar,0.9487253453,3
6,soot,c83af558a15970486f41f83558a79a4d,NVC4.jar,0.9266767787,5
6,soot,c83af558a15970486f41f83558a79a4d,NVC3.jar,0.9392423238,4
6,soot,c83af558a15970486f41f83558a79a4d,NVC2.jar,0.9332385936,4
6,soot,c83af558a15970486f41f83558a79a4d,NVC5.jar,0.9601544796,2
6,soot,c83af558a15970486f41f83558a79a4d,Lambda1.jar,0.9458415106,3
6,soot,c83af558a15970486f41f83558a79a4d,NVC1.jar,0.950744161,3
6,soot,c83af558a15970486f41f83558a79a4d,Lambda3.jar,0.947096699,3
6,soot,c83af558a15970486f41f83558a79a4d,Lambda2.jar,0.9476778415,3
6,soot,c83af558a15970486f41f83558a79a4d,Lambda4.jar,0.948303294,3
6,soot,c83af558a15970486f41f83558a79a4d,MR4.jar,0.9366257243,4
6,soot,c83af558a15970486f41f83558a79a4d,MR3.jar,0.9677655678,2
6,soot,c83af558a15970486f41f83558a79a4d,MR2.jar,0.9414440445,4
6,soot,c83af558a15970486f41f83558a79a4d,MR7.jar,0.9475880515,3
6,soot,c83af558a15970486f41f83558a79a4d,MR5.jar,0.9371718822,4
6,soot,c83af558a15970486f41f83558a79a4d,MR6.jar,0.9521007093,3
6,soot,c83af558a15970486f41f83558a79a4d,CSR4.jar,0.9486447377,3
6,soot,c83af558a15970486f41f83558a79a4d,MR1.jar,0.9493835046,3
6,soot,c83af558a15970486f41f83558a79a4d,CSR3.jar,0.9497428264,3
6,soot,c83af558a15970486f41f83558a79a4d,CSR2.jar,0.9394269762,4
6,soot,c83af558a15970486f41f83558a79a4d,CSR1.jar,0.9420886977,3
6,soot,c83af558a15970486f41f83558a79a4d,CFNE1.jar,0.9341732128,4
6,soot,c83af558a15970486f41f83558a79a4d,CFNE2.jar,0.9551640218,3
6,soot,c83af558a15970486f41f83558a79a4d,CFNE3.jar,0.9481896174,3
6,soot,c83af558a15970486f41f83558a79a4d,CFNE4.jar,0.9524354105,3
6,soot,c83af558a15970486f41f83558a79a4d,TR9.jar,0.9432478614,3
6,soot,c83af558a15970486f41f83558a79a4d,TR7.jar,0.9351727466,5
6,soot,c83af558a15970486f41f83558a79a4d,TR8.jar,0.9370076362,4
6,soot,c83af558a15970486f41f83558a79a4d,TR1.jar,0.9660492523,2
6,soot,c83af558a15970486f41f83558a79a4d,TR6.jar,0.9368588362,4
6,soot,c83af558a15970486f41f83558a79a4d,TR3.jar,0.9492115634,3
6,soot,c83af558a15970486f41f83558a79a4d,TR4.jar,0.9499186369,3
6,soot,c83af558a15970486f41f83558a79a4d,TR2.jar,0.9354953778,4
6,soot,c83af558a15970486f41f83558a79a4d,TR5.jar,0.9288575654,5
6,soot,c83af558a15970486f41f83558a79a4d,LRR1.jar,0.9286790777,5
6,soot,c83af558a15970486f41f83558a79a4d,LRR3.jar,0.9322868642,4
6,soot,c83af558a15970486f41f83558a79a4d,LRR2.jar,0.9458439928,3
6,soot,8c2acff5bb6b07ab32954d2104093b4f,bloat.jar,0.9737222822,3
6,soot,8c2acff5bb6b07ab32954d2104093b4f,antlr.jar,0.9762578956,4
6,soot,8c2acff5bb6b07ab32954d2104093b4f,chart.jar,0.9818898539,4
6,soot,8c2acff5bb6b07ab32954d2104093b4f,hsqldb.jar,0.977902082,4
6,soot,8c2acff5bb6b07ab32954d2104093b4f,jython.jar,0.9793892598,3
6,soot,8c2acff5bb6b07ab32954d2104093b4f,eclipse.jar,0.973692937,5
6,soot,8c2acff5bb6b07ab32954d2104093b4f,pmd.jar,0.9794433394,4
6,soot,234742a4f906d1b27c48e466be3d2223,bloat.jar,0.9701020276,3
6,soot,ad6f758b85b88c13763ae6d42930de87,bloat.jar,0.9695501333,3
6,soot,ad6f758b85b88c13763ae6d42930de87,antlr.jar,0.9647928776,4
6,soot,ad6f758b85b88c13763ae6d42930de87,chart.jar,0.9753081058,4
6,soot,ad6f758b85b88c13763ae6d42930de87,jython.jar,0.948500444,5
6,soot,ad6f758b85b88c13763ae6d42930de87,hsqldb.jar,0.965144355,4
6,soot,ad6f758b85b88c13763ae6d42930de87,pmd.jar,0.9718997299,4
6,soot,ad6f758b85b88c13763ae6d42930de87,eclipse.jar,0.9729720122,3
6,soot,f07448b52a781440bbbfd12e2f81829e,bloat.jar,0.9771038319,3
6,soot,f07448b52a781440bbbfd12e2f81829e,antlr.jar,0.97447162,5
6,soot,234742a4f906d1b27c48e466be3d2223,eclipse.jar,0.9637692044,3
6,soot,f07448b52a781440bbbfd12e2f81829e,jython.jar,0.9800709497,3
6,soot,f07448b52a781440bbbfd12e2f81829e,chart.jar,0.9815217078,4
6,soot,f07448b52a781440bbbfd12e2f81829e,eclipse.jar,0.9763617546,4
6,soot,f07448b52a781440bbbfd12e2f81829e,hsqldb.jar,0.9770721242,4
6,soot,f07448b52a781440bbbfd12e2f81829e,pmd.jar,0.9816777126,3
6,soot,b99dc596a53fd8c04c27fa410a196c82,bloat.jar,0.9744861353,3
6,soot,b99dc596a53fd8c04c27fa410a196c82,antlr.jar,0.9813430493,3
6,soot,b99dc596a53fd8c04c27fa410a196c82,jython.jar,0.9713499819,5
6,soot,b99dc596a53fd8c04c27fa410a196c82,chart.jar,0.9823583779,4
6,soot,b99dc596a53fd8c04c27fa410a196c82,hsqldb.jar,0.9849098727,3
6,soot,b99dc596a53fd8c04c27fa410a196c82,eclipse.jar,0.9784152843,4
6,soot,b99dc596a53fd8c04c27fa410a196c82,pmd.jar,0.9807617452,3
6,soot,85366ee7b78bdce5d0199c3a8ea3fca0,bloat.jar,0.9617473998,4
6,soot,85366ee7b78bdce5d0199c3a8ea3fca0,antlr.jar,0.967295317,4
6,soot,234742a4f906d1b27c48e466be3d2223,jython.jar,0.9779910504,2
6,soot,85366ee7b78bdce5d0199c3a8ea3fca0,jython.jar,0.9543145522,4
6,soot,85366ee7b78bdce5d0199c3a8ea3fca0,chart.jar,0.9753506121,4
6,soot,85366ee7b78bdce5d0199c3a8ea3fca0,eclipse.jar,0.9644952089,4
6,soot,85366ee7b78bdce5d0199c3a8ea3fca0,hsqldb.jar,0.9722714954,3
6,soot,4bbb8de48854d2cf993ce2e35ddd5929,bloat.jar,0.9744222838,3
6,soot,85366ee7b78bdce5d0199c3a8ea3fca0,pmd.jar,0.979185791,3
6,soot,4bbb8de48854d2cf993ce2e35ddd5929,antlr.jar,0.9762200062,4
6,soot,4bbb8de48854d2cf993ce2e35ddd5929,jython.jar,0.9710720447,5
6,soot,4bbb8de48854d2cf993ce2e35ddd5929,eclipse.jar,0.9763641062,4
6,soot,4bbb8de48854d2cf993ce2e35ddd5929,chart.jar,0.9839574685,3
6,soot,4bbb8de48854d2cf993ce2e35ddd5929,hsqldb.jar,0.9786193766,5
6,soot,4bbb8de48854d2cf993ce2e35ddd5929,pmd.jar,0.9780964429,5
6,soot,234742a4f906d1b27c48e466be3d2223,antlr.jar,0.9533363323,3
6,soot,7eecdacfb02b404e5f51c1c3ceef2247,bloat.jar,0.9966271908,5
6,soot,54a24c6f06f1bfcdaa641d1cb2e5380a,antlr.jar,0.9655326866,4
6,soot,54a24c6f06f1bfcdaa641d1cb2e5380a,bloat.jar,0.9829013188,2
6,soot,54a24c6f06f1bfcdaa641d1cb2e5380a,chart.jar,0.978686136,3
6,soot,54a24c6f06f1bfcdaa641d1cb2e5380a,hsqldb.jar,0.9599919267,5
6,soot,54a24c6f06f1bfcdaa641d1cb2e5380a,jython.jar,0.9549795731,4
6,soot,54a24c6f06f1bfcdaa641d1cb2e5380a,pmd.jar,0.9735299718,4
6,soot,7eecdacfb02b404e5f51c1c3ceef2247,eclipse.jar,0.9984906997,3
6,soot,54a24c6f06f1bfcdaa641d1cb2e5380a,eclipse.jar,0.9668856524,4
6,soot,7eecdacfb02b404e5f51c1c3ceef2247,jython.jar,0.9986691943,3
6,soot,234742a4f906d1b27c48e466be3d2223,pmd.jar,0.9653790732,3
6,soot,7eecdacfb02b404e5f51c1c3ceef2247,antlr.jar,0.9988029036,3
6,soot,234742a4f906d1b27c48e466be3d2223,hsqldb.jar,0.9566089741,4
6,soot,234742a4f906d1b27c48e466be3d2223,chart.jar,0.9700665215,3
6,soot,7eecdacfb02b404e5f51c1c3ceef2247,pmd.jar,0.998251558,4
6,soot,23217eac250aa0ffe13518a5f57530c0,bloat.jar,0.9770913092,2
6,soot,7eecdacfb02b404e5f51c1c3ceef2247,hsqldb.jar,0.9983765061,4
6,soot,23217eac250aa0ffe13518a5f57530c0,antlr.jar,0.9697298319,3
6,soot,23217eac250aa0ffe13518a5f57530c0,chart.jar,0.9754051295,4
6,soot,23217eac250aa0ffe13518a5f57530c0,jython.jar,0.9646942141,3
6,soot,23217eac250aa0ffe13518a5f57530c0,hsqldb.jar,0.9645644616,4
6,soot,23217eac250aa0ffe13518a5f57530c0,eclipse.jar,0.9658174755,4
6,soot,23217eac250aa0ffe13518a5f57530c0,pmd.jar,0.9785252241,3
6,soot,2ce5bc66e6cc0cb297f2c73a16d9872d,bloat.jar,0.971872721,4
6,soot,2ce5bc66e6cc0cb297f2c73a16d9872d,antlr.jar,0.9762898997,4
6,soot,2ce5bc66e6cc0cb297f2c73a16d9872d,chart.jar,0.9887583078,2
6,soot,2ce5bc66e6cc0cb297f2c73a16d9872d,jython.jar,0.9741121385,4
6,soot,2ce5bc66e6cc0cb297f2c73a16d9872d,hsqldb.jar,0.9883549042,2
6,soot,2ce5bc66e6cc0cb297f2c73a16d9872d,pmd.jar,0.9832944399,3
6,soot,2ce5bc66e6cc0cb297f2c73a16d9872d,eclipse.jar,0.9757067396,4
6,soot,e2a61a5aae65c29e22fb4028c1270060,bloat.jar,0.9724022752,4
6,soot,e2a61a5aae65c29e22fb4028c1270060,antlr.jar,0.9887419568,2
6,soot,e2a61a5aae65c29e22fb4028c1270060,jython.jar,0.9782868848,3
6,soot,e2a61a5aae65c29e22fb4028c1270060,chart.jar,0.9823583779,4
6,soot,e2a61a5aae65c29e22fb4028c1270060,hsqldb.jar,0.9776166969,5
6,soot,e2a61a5aae65c29e22fb4028c1270060,pmd.jar,0.9770548692,4
6,soot,e2a61a5aae65c29e22fb4028c1270060,eclipse.jar,0.9712434924,5
6,soot,f2e5e16875693d27a40d0f9408b403fd,bloat.jar,0.9742847378,3
6,soot,f2e5e16875693d27a40d0f9408b403fd,eclipse.jar,0.9801651045,3
6,soot,f2e5e16875693d27a40d0f9408b403fd,chart.jar,0.9818983257,4
6,soot,f2e5e16875693d27a40d0f9408b403fd,jython.jar,0.9752297074,4
6,soot,f2e5e16875693d27a40d0f9408b403fd,hsqldb.jar,0.9828904924,3
6,soot,f2e5e16875693d27a40d0f9408b403fd,pmd.jar,0.9881389302,2
6,soot,16cf07566595c81fa8bbcc087b8fcdfc,bloat.jar,0.9697978474,4
6,soot,16cf07566595c81fa8bbcc087b8fcdfc,antlr.jar,0.9865044004,2
6,soot,16cf07566595c81fa8bbcc087b8fcdfc,eclipse.jar,0.9807465471,3
6,soot,16cf07566595c81fa8bbcc087b8fcdfc,jython.jar,0.9744435618,4
6,soot,16cf07566595c81fa8bbcc087b8fcdfc,chart.jar,0.9836265961,4
6,soot,16cf07566595c81fa8bbcc087b8fcdfc,hsqldb.jar,0.9813956565,3
6,soot,16cf07566595c81fa8bbcc087b8fcdfc,pmd.jar,0.9827004075,3
6,soot,690dd43f1c71ebeb5beb13c874f4f74b,bloat.jar,0.9717038003,3
6,soot,690dd43f1c71ebeb5beb13c874f4f74b,antlr.jar,0.9655326866,4
6,soot,690dd43f1c71ebeb5beb13c874f4f74b,chart.jar,0.979670617,3
6,soot,690dd43f1c71ebeb5beb13c874f4f74b,jython.jar,0.957876714,4
6,soot,690dd43f1c71ebeb5beb13c874f4f74b,eclipse.jar,0.9674366684,4
6,soot,690dd43f1c71ebeb5beb13c874f4f74b,hsqldb.jar,0.9639807565,4
6,soot,690dd43f1c71ebeb5beb13c874f4f74b,pmd.jar,0.9728027083,4
6,soot,7eecdacfb02b404e5f51c1c3ceef2247,chart.jar,0.9991918428,2
6,soot,5fe32f79035c7ea6aa30a10f450cb8a9,bloat.jar,0.981213637,2
6,soot,5fe32f79035c7ea6aa30a10f450cb8a9,antlr.jar,0.9753134016,3
6,soot,5fe32f79035c7ea6aa30a10f450cb8a9,jython.jar,0.9531611378,4
6,soot,5fe32f79035c7ea6aa30a10f450cb8a9,eclipse.jar,0.9741063995,3
6,soot,5fe32f79035c7ea6aa30a10f450cb8a9,chart.jar,0.976549399,4
6,soot,5fe32f79035c7ea6aa30a10f450cb8a9,hsqldb.jar,0.9649927726,4
6,soot,5fe32f79035c7ea6aa30a10f450cb8a9,pmd.jar,0.9775432666,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,bloat.jar,0.9830931428,2
6,soot,87f24b02a1a09f3bdc6abf03c570c559,antlr.jar,0.9798783077,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,jython.jar,0.979715699,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,eclipse.jar,0.9866964368,2
6,soot,87f24b02a1a09f3bdc6abf03c570c559,chart.jar,0.9840689789,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,hsqldb.jar,0.9847448247,3
6,soot,87f24b02a1a09f3bdc6abf03c570c559,pmd.jar,0.9754402222,5
6,soot,c83af558a15970486f41f83558a79a4d,bloat.jar,0.9601887912,4
6,soot,c83af558a15970486f41f83558a79a4d,antlr.jar,0.9686376174,4
6,soot,c83af558a15970486f41f83558a79a4d,jython.jar,0.9618546812,3
6,soot,c83af558a15970486f41f83558a79a4d,eclipse.jar,0.9807551604,2
6,soot,c83af558a15970486f41f83558a79a4d,hsqldb.jar,0.9673343045,4
6,soot,c83af558a15970486f41f83558a79a4d,chart.jar,0.9781664958,3
6,soot,c83af558a15970486f41f83558a79a4d,pmd.jar,0.9721530951,4
7,soot-nondex,5fe32f79035c7ea6aa30a10f450cb8a9,Unsafe3.jar,0.4820934936,6
7,soot-nondex,5fe32f79035c7ea6aa30a10f450cb8a9,SPM4.jar,0.4815609703,6
7,soot-nondex,3592292094ad0a7002b7da7ccb86400a,MR3.jar,0.4285714286,2
7,soot-nondex,234742a4f906d1b27c48e466be3d2223,SPM2.jar,0.4200053362,6
7,soot-nondex,87f24b02a1a09f3bdc6abf03c570c559,TC6.jar,0.4111808941,6
7,soot-nondex,f2e5e16875693d27a40d0f9408b403fd,TMR4.jar,0.4107784609,6
7,soot-nondex,f07448b52a781440bbbfd12e2f81829e,TC5.jar,0.4107472861,6
7,soot-nondex,87f24b02a1a09f3bdc6abf03c570c559,Ser9.jar,0.41053404,6
7,soot-nondex,8c2acff5bb6b07ab32954d2104093b4f,TMR4.jar,0.4103816798,6
7,soot-nondex,f07448b52a781440bbbfd12e2f81829e,Ser4.jar,0.4098646181,6
7,soot-nondex,3592292094ad0a7002b7da7ccb86400a,MR2.jar,0.3684210526,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SPM2.jar,0.3588850174,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,TMR8.jar,0.3484848485,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SPM1.jar,0.3477246208,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SPM4.jar,0.3477246208,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SPM5.jar,0.3477246208,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SPM6.jar,0.3477246208,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SPM3.jar,0.3469626168,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SPM7.jar,0.3469626168,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,TMR3.jar,0.3461988304,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,TMR7.jar,0.3461988304,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,TMR1.jar,0.3454332553,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,TMR2.jar,0.3454332553,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,TMR6.jar,0.3454332553,2
7,soot-nondex,3592292094ad0a7002b7da7ccb86400a,Lambda2.jar,0.3333333333,2
7,soot-nondex,c1f280cfd3c38dcaff05f62a7299afe1,Lambda2.jar,0.3333333333,2
7,soot-nondex,c1f280cfd3c38dcaff05f62a7299afe1,Lambda3.jar,0.3333333333,2
7,soot-nondex,3592292094ad0a7002b7da7ccb86400a,Lambda3.jar,0.3333333333,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,CL1.jar,0.3106180666,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,CL2.jar,0.3106180666,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,CL4.jar,0.2969798658,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,Lambda1.jar,0.2741116751,2
7,soot-nondex,3592292094ad0a7002b7da7ccb86400a,Lambda4.jar,0.2631578947,2
7,soot-nondex,c1f280cfd3c38dcaff05f62a7299afe1,Lambda4.jar,0.2631578947,2
7,soot-nondex,234742a4f906d1b27c48e466be3d2223,MR7.jar,0.2264150943,2
7,soot-nondex,3592292094ad0a7002b7da7ccb86400a,MR6.jar,0.2222222222,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SerLam2.jar,0.2145061728,2
7,soot-nondex,234742a4f906d1b27c48e466be3d2223,MR1.jar,0.2115384615,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,TMR4.jar,0.2105960265,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,TMR5.jar,0.2095490716,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,ExtSer2.jar,0.2028301887,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,ExtSer3.jar,0.2028301887,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,Ser4.jar,0.2028301887,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,Ser5.jar,0.2028301887,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,Ser7.jar,0.2028301887,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,Ser8.jar,0.2028301887,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,Ser9.jar,0.2028301887,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,CL3.jar,0.2009724473,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,CSR4.jar,0.1967479675,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,SI8.jar,0.1947194719,2
7,soot-nondex,e8616cd0fad067d43344ff53cf5ddea2,DP1.jar,0.179910045,2
7,soot-nondex,3592292094ad0a7002b7da7ccb86400a,MR4.jar,0.1764705882,2
